S2801_C02_011E,county,S2801_C02_012E,state,S2501_C02_001E,S1901_C01_001E,S1501_C02_015E,S2301_C03_001E,S0101_C01_001E,cluster
9.6,3,83.2,33,21203,21203,34.0,57.1,47524,-1
12.0,1,79.4,32,9734,9734,18.3,48.8,24022,-1
8.9,5,85.5,32,20376,20376,27.2,51.7,47632,-1
17.5,15,70.0,32,2183,2183,13.3,60.7,5887,-1
24.1,27,63.2,32,2018,2018,13.7,38.7,6661,0
15.0,9,59.5,32,494,494,16.7,48.8,1102,-1
17.4,11,74.4,32,765,765,13.5,64.9,1728,-1
16.6,13,72.2,32,6261,6261,15.2,64.9,17088,1
23.0,21,66.6,32,1859,1859,14.0,46.2,4471,0
16.9,33,74.9,32,3343,3343,14.6,44.4,9858,-1
8.6,7,81.9,32,17882,17882,17.7,67.1,52377,-1
17.9,17,74.8,32,1930,1930,21.7,40.9,5203,-1
14.3,23,73.9,32,18077,18077,11.5,39.5,43296,-1
12.7,29,78.9,32,1665,1665,22.9,50.4,3891,-1
10.2,31,81.3,32,173519,173519,29.8,61.3,445551,1
9.9,3,79.8,32,749858,749858,23.3,58.9,2112436,-1
12.9,510,78.6,32,22158,22158,21.6,54.8,54219,-1
12.8,19,79.3,32,20127,20127,14.7,49.9,52303,-1
11.4,21,80.9,34,129546,129546,41.5,60.0,373362,-1
7.7,37,87.1,34,53618,53618,34.4,64.2,143570,1
19.1,11,71.9,34,50596,50596,14.4,51.3,154952,-1
14.4,13,76.6,34,280327,280327,34.0,59.0,800401,1
13.5,29,79.9,34,223135,223135,28.4,54.5,589699,-1
12.8,1,79.1,34,100660,100660,26.6,58.0,272926,-1
9.2,15,84.9,34,104810,104810,31.0,62.4,291372,1
9.9,23,83.9,34,283794,283794,42.0,60.6,837288,1
16.4,33,75.8,34,24038,24038,21.0,57.0,63776,-1
12.6,7,80.9,34,187012,187012,31.1,61.1,510996,1
16.4,31,77.0,34,162440,162440,27.0,59.4,510563,-1
12.7,9,80.6,34,39861,39861,31.3,52.8,94549,-1
8.8,3,87.8,34,337819,337819,47.9,62.2,937920,1
12.6,39,79.9,34,187916,187916,34.1,63.1,557320,1
10.5,41,83.7,34,41385,41385,31.7,62.3,107088,1
6.9,27,89.7,34,180124,180124,52.6,65.0,498847,-1
11.7,17,81.9,34,252352,252352,39.3,63.8,679756,1
7.3,19,88.9,34,46822,46822,50.7,63.9,125717,1
8.6,5,86.8,34,164404,164404,36.8,61.4,449192,1
8.8,25,86.5,34,232482,232482,44.0,61.9,627551,1
7.0,35,89.8,34,115970,115970,53.1,65.4,333316,1
25.4,45,59.8,35,41999,41999,14.6,53.1,128221,-1
32.1,37,57.0,35,3085,3085,15.4,44.8,8447,0
21.8,27,65.6,35,7902,7902,29.6,43.2,19497,-1
19.6,5,68.4,35,23343,23343,19.0,53.3,65454,-1
26.5,6,53.6,35,9068,9068,12.4,45.2,27049,0
17.8,25,74.0,35,22029,22029,13.1,56.7,69505,-1
14.3,49,77.0,35,61651,61651,41.4,56.8,147514,-1
32.0,59,55.8,35,1424,1424,15.9,44.8,4216,0
26.8,51,59.6,35,5400,5400,19.2,38.8,11254,0
33.3,53,55.5,35,4698,4698,19.5,43.9,17098,0
18.5,41,71.6,35,7125,7125,24.5,51.0,19313,-1
8.1,28,87.5,35,7525,7525,65.5,63.2,18031,-1
41.4,39,50.6,35,12852,12852,18.5,44.2,39455,0
35.1,47,47.1,35,11041,11041,19.6,39.3,28203,0
23.6,61,64.4,35,26985,26985,16.3,47.7,75845,-1
20.9,57,60.6,35,5598,5598,17.7,42.1,15534,-1
13.4,1,76.5,35,263551,263551,33.4,58.2,674855,-1
23.0,11,64.9,35,666,666,10.4,41.8,2016,0
56.3,19,33.6,35,1253,1253,13.1,37.1,4426,-1
30.4,3,55.1,35,1433,1433,25.8,29.3,3547,-1
28.2,23,62.0,35,1761,1761,14.4,45.4,4446,0
29.9,29,52.1,35,9088,9088,14.1,42.6,24319,0
45.1,31,40.6,35,19764,19764,10.8,43.2,72849,-1
12.8,43,79.6,35,49265,49265,30.1,54.7,138815,-1
25.3,55,58.2,35,12603,12603,27.7,50.4,32809,-1
19.5,17,66.0,35,11879,11879,27.0,46.3,28382,-1
17.7,35,73.5,35,23657,23657,18.3,46.2,65130,-1
14.6,9,74.2,35,18470,18470,19.9,53.7,50283,-1
25.1,7,64.0,35,5591,5591,20.5,44.6,12522,-1
16.0,15,76.6,35,21273,21273,16.2,60.2,56793,-1
42.4,21,47.3,35,203,203,24.0,44.6,546,-1
44.3,33,45.3,35,1513,1513,12.7,32.4,4605,0
17.0,13,70.7,35,76740,76740,27.4,53.5,213849,-1
12.2,1,81.2,36,125376,125376,40.5,61.8,308580,-1
17.6,13,72.3,36,52983,52983,21.2,52.7,130846,-1
15.9,47,75.8,36,944650,944650,35.2,58.3,2635121,-1
10.9,61,82.2,36,758345,758345,60.7,63.0,1653877,-1
15.1,107,78.1,36,19996,19996,24.7,57.5,49322,-1
19.5,3,70.9,36,18124,18124,19.8,51.7,47400,-1
16.9,39,72.9,36,17106,17106,22.0,49.2,47791,-1
17.0,41,74.4,36,1095,1095,20.0,48.8,4646,-1
16.3,115,74.9,36,23988,23988,19.8,55.7,62183,-1
14.5,7,78.4,36,78821,78821,28.0,53.7,196124,-1
16.4,11,75.4,36,31428,31428,22.4,57.6,78319,-1
19.9,9,67.9,36,31723,31723,18.9,53.9,78175,-1
18.9,57,73.1,36,19700,19700,17.0,55.7,49500,-1
8.4,59,87.9,36,444136,444136,44.4,61.9,1363069,-1
12.8,85,80.3,36,166150,166150,32.1,55.3,475948,-1
15.5,89,76.2,36,41638,41638,23.1,48.5,110817,-1
16.2,117,73.9,36,36578,36578,21.7,58.5,91442,-1
16.8,73,75.4,36,16214,16214,15.9,52.4,41584,-1
15.9,37,76.0,36,23951,23951,21.4,61.2,58537,-1
20.7,123,70.6,36,9338,9338,23.9,56.2,25083,-1
12.0,71,76.0,36,126460,126460,29.5,59.8,378174,-1
8.6,91,86.1,36,93129,93129,40.4,63.2,226632,1
13.1,87,79.2,36,99935,99935,40.4,61.2,325027,-1
14.0,21,75.8,36,25470,25470,30.1,58.4,61481,-1
15.3,29,76.6,36,386371,386371,32.9,59.3,923995,-1
16.7,97,73.2,36,7444,7444,22.1,54.8,18112,-1
8.3,109,83.7,36,38986,38986,52.6,55.7,104415,-1
12.6,113,81.9,36,27249,27249,29.3,59.9,64701,-1
15.7,17,75.9,36,20373,20373,18.6,54.5,48763,-1
17.2,23,71.3,36,17925,17925,26.0,60.5,48334,-1
10.0,27,84.9,36,107384,107384,34.6,59.1,295685,1
13.3,55,79.9,36,300496,300496,37.1,60.5,748680,1
15.9,65,76.3,36,90472,90472,23.9,54.6,232324,-1
17.4,49,73.9,36,10236,10236,16.3,55.7,26845,-1
17.8,63,74.5,36,87978,87978,23.5,57.7,212675,-1
14.6,53,79.2,36,26307,26307,27.0,56.7,71760,-1
12.6,93,80.5,36,53825,53825,30.8,58.2,155239,-1
17.1,105,76.9,36,27679,27679,23.4,53.0,75783,-1
10.0,119,83.7,36,345885,345885,47.7,61.4,975321,1
18.0,25,73.0,36,19098,19098,21.6,50.9,45950,-1
15.1,31,76.0,36,15257,15257,26.7,53.5,38233,-1
10.6,45,81.2,36,43206,43206,21.4,49.4,116567,-1
16.9,95,72.8,36,12539,12539,21.6,53.3,31611,-1
17.6,5,70.7,36,495356,495356,19.4,52.6,1455846,-1
13.6,67,78.3,36,185840,185840,35.0,59.0,467669,1
16.3,35,74.0,36,22535,22535,17.7,54.9,53955,-1
14.0,19,76.6,36,31680,31680,21.9,52.9,81224,-1
14.5,99,76.4,36,13536,13536,20.5,54.1,34843,-1
9.1,103,86.1,36,489328,489328,35.0,61.5,1497595,-1
11.8,111,82.4,36,69662,69662,31.4,57.2,180129,-1
11.7,83,81.9,36,64456,64456,29.8,61.3,159800,1
6.0,79,90.2,36,34316,34316,38.5,63.3,99464,-1
17.4,43,74.3,36,25187,25187,20.7,55.9,62943,-1
19.2,33,71.9,36,18956,18956,18.7,47.3,51054,-1
16.2,121,74.7,36,15686,15686,15.4,54.5,40886,-1
14.3,15,75.6,36,34664,34664,25.1,53.8,86883,-1
11.7,69,81.2,36,44269,44269,33.7,60.8,109491,1
12.8,51,79.5,36,24432,24432,23.7,54.2,64373,-1
11.9,75,80.0,36,45881,45881,18.3,54.7,119833,-1
13.1,81,80.1,36,777904,777904,30.8,59.6,2339280,-1
17.0,101,72.8,36,40351,40351,22.6,55.0,97539,-1
13.8,77,76.9,36,23627,23627,29.6,54.9,60750,-1
12.5,29,80.2,37,3796,3796,18.1,55.5,10336,-1
15.4,43,74.7,37,5049,5049,23.1,47.7,10753,-1
11.7,51,79.3,37,124500,124500,24.3,48.0,332766,-1
17.2,71,75.2,37,80682,80682,20.5,56.4,214049,-1
27.5,165,55.5,37,13273,13273,15.9,41.3,35445,0
13.6,21,79.7,37,105407,105407,38.5,58.8,252268,-1
17.6,57,73.9,37,64727,64727,18.1,55.7,164118,-1
16.2,149,75.7,37,8913,8913,31.9,49.8,20434,-1
20.0,151,69.3,37,55679,55679,15.3,56.5,142827,-1
22.4,157,67.2,37,37162,37162,14.7,52.5,91566,-1
21.2,169,69.4,37,19273,19273,13.9,54.3,46124,-1
30.7,187,56.5,37,5223,5223,9.1,44.8,12331,0
12.3,189,79.3,37,20331,20331,41.7,51.9,53421,-1
15.4,81,71.4,37,200998,200998,34.9,59.4,517197,-1
18.4,99,66.1,37,16218,16218,30.5,51.3,41725,-1
15.2,125,79.1,37,38185,38185,36.0,50.7,94191,-1
26.6,83,56.8,37,21207,21207,14.0,46.2,52300,0
14.8,1,73.9,37,63035,63035,22.9,58.6,157844,-1
18.8,139,69.9,37,14629,14629,20.4,51.6,39546,-1
32.5,155,50.6,37,46163,46163,12.8,46.2,134187,-1
32.2,177,56.0,37,1539,1539,7.6,43.6,4090,0
23.7,23,66.7,37,34568,34568,16.7,50.4,88898,-1
24.4,61,58.0,37,21669,21669,10.8,53.4,59350,-1
9.6,63,84.1,37,120936,120936,47.3,63.8,300865,-1
26.9,91,57.9,37,8880,8880,15.3,45.5,24262,0
17.4,105,74.3,37,21691,21691,21.2,58.1,59805,-1
10.3,129,81.9,37,91673,91673,38.9,58.9,219866,1
14.2,141,72.0,37,21053,21053,25.6,53.5,57630,-1
16.9,191,73.1,37,47587,47587,19.7,52.3,124496,-1
20.1,79,70.6,37,7348,7348,9.8,47.6,21059,-1
19.0,87,68.2,37,26288,26288,24.3,50.7,59854,-1
24.9,121,63.3,37,6390,6390,18.1,48.8,15155,0
5.4,183,88.5,37,381971,381971,51.0,67.2,1023811,1
22.1,41,65.2,37,5903,5903,19.0,46.5,14370,-1
22.6,5,68.7,37,4742,4742,18.7,48.0,10935,-1
20.6,27,71.5,37,32150,32150,14.8,52.5,81805,-1
16.3,35,75.6,37,60238,60238,21.5,57.9,156182,-1
28.8,47,58.6,37,22462,22462,12.5,45.0,56589,0
20.8,107,72.1,37,23263,23263,13.5,51.4,57934,-1
16.5,109,75.9,37,31250,31250,20.2,57.0,80504,-1
27.8,123,62.0,37,10855,10855,14.0,48.2,27445,0
24.2,181,61.7,37,17029,17029,12.1,51.7,44420,0
22.3,39,66.7,37,11206,11206,19.2,42.8,27463,-1
10.3,53,81.1,37,9766,9766,22.9,59.9,25247,-1
7.8,179,87.6,37,73709,73709,34.0,63.8,222095,1
8.3,133,83.7,37,63093,63093,20.2,41.4,192685,-1
6.9,135,87.5,37,52160,52160,57.6,61.8,141812,-1
25.8,153,65.6,37,18371,18371,14.3,48.1,45447,0
24.4,161,64.2,37,26497,26497,17.3,48.0,66523,-1
22.1,193,67.3,37,27765,27765,15.4,50.5,68525,-1
13.3,67,78.4,37,145102,145102,33.8,57.5,368362,-1
24.0,163,59.0,37,23431,23431,12.5,54.0,63664,-1
17.1,167,73.5,37,23859,23859,16.5,56.2,60875,-1
39.3,173,46.4,37,5464,5464,15.0,49.0,14208,0
28.8,199,59.5,37,7493,7493,19.7,47.8,17605,0
25.1,7,63.3,37,9647,9647,9.2,48.2,25531,0
14.1,37,77.2,37,28148,28148,40.1,55.2,68364,-1
26.7,45,62.3,37,37782,37782,16.5,51.7,97038,-1
12.2,49,78.9,37,40571,40571,24.3,48.8,103374,-1
24.7,171,63.4,37,29256,29256,16.5,51.8,72315,-1
20.1,127,69.9,37,36878,36878,20.3,56.1,94125,-1
23.6,3,68.0,37,13744,13744,13.9,53.6,37159,-1
25.0,17,61.5,37,14394,14394,14.5,48.1,34130,0
27.6,65,58.6,37,21431,21431,11.6,50.5,54032,0
20.4,111,68.6,37,17970,17970,15.9,49.2,45069,-1
17.3,69,72.4,37,24287,24287,21.0,55.1,63866,-1
12.1,101,75.8,37,65401,65401,21.7,60.4,186308,-1
16.1,77,73.8,37,20945,20945,21.0,53.7,58503,-1
12.5,85,75.6,37,44657,44657,20.3,50.6,128753,-1
15.8,93,76.3,37,17373,17373,18.3,45.9,52571,-1
14.7,89,77.2,37,47804,47804,31.2,54.0,112156,-1
27.1,103,56.2,37,4148,4148,14.2,47.9,9776,0
20.4,113,68.9,37,15513,15513,22.2,47.7,34160,-1
20.8,145,70.7,37,15772,15772,15.3,53.3,39240,-1
10.8,19,78.6,37,53104,53104,28.0,46.9,122586,-1
27.6,95,52.5,37,1835,1835,7.2,45.3,5507,0
12.7,97,78.0,37,63447,63447,26.9,60.0,169798,-1
8.1,119,84.5,37,395503,395503,44.1,66.5,1034290,1
12.5,175,75.1,37,14125,14125,29.9,46.9,33291,-1
24.2,9,66.9,37,11995,11995,19.5,54.0,26833,-1
7.2,55,85.7,37,15264,15264,29.8,63.0,35412,1
11.1,31,80.2,37,30000,30000,26.7,52.2,68699,-1
25.8,13,61.8,37,18978,18978,19.6,49.3,47316,-1
32.0,131,53.1,37,8819,8819,12.8,41.6,20426,0
13.7,147,76.4,37,68805,68805,30.9,57.8,176484,-1
16.5,159,74.1,37,51798,51798,18.4,53.6,138940,-1
23.5,197,66.3,37,15521,15521,12.0,51.3,37825,0
24.1,11,63.4,37,6725,6725,20.2,44.4,17535,-1
8.9,25,86.0,37,70598,70598,30.0,63.3,196716,1
26.4,33,62.0,37,9160,9160,13.7,50.1,22833,0
15.0,59,78.1,37,15895,15895,23.0,56.5,41766,-1
27.7,185,55.1,37,8157,8157,15.8,43.7,20190,0
19.2,195,71.7,37,32068,32068,18.8,54.6,81379,-1
33.3,15,53.4,37,7988,7988,12.3,43.8,19913,0
23.0,73,65.2,37,4439,4439,15.7,53.1,11601,0
38.3,75,50.2,37,3303,3303,14.2,43.1,8607,0
25.8,117,58.7,37,9624,9624,15.8,49.0,23227,0
23.0,115,67.6,37,8346,8346,25.9,52.8,21347,-1
17.0,137,69.7,37,5395,5395,19.4,45.5,12803,-1
19.9,143,69.0,37,5882,5882,19.7,46.6,13506,-1
16.7,1,76.1,38,1052,1052,27.4,64.6,2368,1
14.8,9,77.8,38,3096,3096,21.9,60.2,6651,1
14.0,81,78.7,38,1819,1819,18.6,66.4,3883,1
27.7,5,55.3,38,2292,2292,15.4,51.3,6875,0
22.3,69,72.9,38,1995,1995,15.8,57.3,4272,-1
21.3,103,72.7,38,1988,1988,22.9,60.3,4089,-1
15.4,75,74.1,38,1011,1011,16.2,61.9,2543,1
12.5,59,77.2,38,13246,13246,26.1,71.7,30059,-1
9.0,17,82.9,38,73039,73039,38.3,73.2,170620,-1
8.1,105,76.0,38,12895,12895,22.6,71.1,32916,-1
15.4,25,75.0,38,1601,1601,23.0,59.4,4349,-1
28.4,29,56.1,38,1565,1565,15.5,54.5,3389,0
31.7,85,56.1,38,1114,1114,17.3,45.8,4420,0
11.9,11,75.7,38,1432,1432,24.5,70.3,3226,1
23.2,51,63.9,38,1325,1325,17.2,60.2,2680,-1
19.0,63,68.0,38,1492,1492,20.5,62.2,2971,-1
11.6,15,81.1,38,38901,38901,35.1,70.0,92372,-1
24.2,7,67.3,38,401,401,23.1,63.4,983,-1
11.2,21,79.1,38,2192,2192,27.6,65.2,5041,1
14.7,77,74.7,38,6829,6829,22.2,66.7,16333,1
22.8,33,65.7,38,863,863,22.0,67.9,1892,-1
18.7,47,67.6,38,879,879,13.7,62.9,1932,-1
21.9,43,65.3,38,1053,1053,19.2,63.5,2457,-1
17.9,71,71.5,38,4931,4931,24.7,66.0,11574,-1
23.0,37,68.2,38,1110,1110,18.2,58.4,2387,-1
18.2,49,77.4,38,2663,2663,19.6,63.7,5951,1
16.8,3,73.3,38,5113,5113,25.8,63.7,10971,-1
22.9,23,65.2,38,1053,1053,19.4,61.0,2378,-1
21.1,67,69.7,38,3218,3218,20.2,61.4,7050,-1
16.9,31,76.4,38,1502,1502,23.7,65.8,3318,1
23.3,39,68.0,38,1039,1039,22.6,62.7,2276,-1
8.0,53,78.5,38,3651,3651,25.3,69.3,11679,1
21.6,83,63.7,38,684,684,14.1,50.4,1403,0
27.8,87,69.9,38,309,309,26.8,56.4,674,-1
21.9,41,69.0,38,1078,1078,14.5,56.8,2601,-1
15.5,57,77.0,38,3649,3649,22.7,64.7,8637,1
14.8,55,63.7,38,4313,4313,18.7,59.4,9607,-1
17.0,73,73.9,38,2333,2333,19.1,63.7,5411,1
24.7,79,64.9,38,4740,4740,20.7,50.3,14657,-1
22.1,99,69.2,38,4838,4838,16.8,63.5,10920,-1
16.5,65,73.7,38,788,788,19.6,62.2,1822,1
19.6,95,70.5,38,1033,1033,18.1,55.6,2258,-1
16.3,19,80.0,38,1787,1787,18.8,61.9,3817,-1
24.1,27,66.4,38,1048,1048,23.3,63.4,2321,-1
15.3,91,78.6,38,916,916,25.6,67.1,1915,1
10.5,35,80.0,38,29716,29716,34.0,67.1,70130,1
13.2,89,78.5,38,11962,11962,23.8,70.0,30316,1
15.7,13,69.6,38,950,950,20.1,67.1,2253,-1
16.5,61,67.4,38,3213,3213,21.7,62.6,9986,-1
20.5,45,70.0,38,1811,1811,23.2,61.5,4106,-1
15.0,97,77.8,38,3349,3349,26.1,64.6,8050,1
14.3,93,72.6,38,9199,9199,24.0,64.0,21058,-1
9.1,101,85.4,38,27449,27449,27.9,66.4,69628,1
18.2,139,70.8,39,47987,47987,17.2,51.3,121533,-1
32.8,121,59.9,39,5012,5012,10.6,34.3,14498,0
14.1,55,80.4,39,35121,35121,38.0,63.2,93895,-1
22.4,53,65.7,39,11520,11520,16.2,49.6,30203,0
15.4,135,75.9,39,16126,16126,14.4,58.7,41328,-1
15.5,147,74.8,39,21507,21507,15.3,57.9,55549,-1
27.2,163,56.5,39,5053,5053,10.3,49.7,13142,0
19.0,19,71.4,39,10917,10917,12.3,55.5,27825,-1
15.0,77,76.4,39,22876,22876,13.7,59.3,58497,-1
16.3,35,75.1,39,537621,537621,31.5,57.5,1257401,-1
22.4,105,65.3,39,9285,9285,13.0,47.4,23234,0
10.6,159,84.9,39,19038,19038,30.8,63.1,54688,1
20.1,127,68.4,39,13576,13576,11.7,53.0,35983,-1
14.7,129,78.6,39,19465,19465,17.3,53.5,57075,-1
16.9,119,74.0,39,34348,34348,15.7,55.5,85933,-1
14.4,161,73.3,39,11503,11503,16.4,60.3,28262,1
22.9,115,67.3,39,6116,6116,13.0,48.8,14773,0
20.4,157,71.0,39,36548,36548,15.1,58.9,92531,-1
15.8,171,76.5,39,15263,15263,14.6,59.5,37061,1
12.7,11,81.1,39,18342,18342,18.5,64.7,45778,-1
16.9,29,73.0,39,41582,41582,13.9,53.6,104584,-1
10.0,173,82.1,39,50187,50187,32.2,63.6,129504,1
16.9,5,76.0,39,20504,20504,20.2,58.9,53299,-1
17.1,169,75.6,39,43353,43353,21.0,61.5,115915,-1
16.8,175,72.3,39,9157,9157,15.0,62.0,22190,1
17.7,15,70.0,39,17333,17333,12.8,54.9,43799,-1
17.5,37,73.3,39,20803,20803,14.2,60.3,51919,-1
11.9,123,78.6,39,17495,17495,22.3,56.9,40769,-1
19.7,7,72.7,39,38381,38381,13.4,50.5,98622,-1
10.9,17,82.6,39,136416,136416,29.6,61.2,375702,-1
14.6,43,77.4,39,31577,31577,22.4,58.0,75369,-1
22.8,67,69.4,39,6192,6192,10.9,53.2,15397,-1
14.8,151,79.2,39,152037,152037,22.8,58.6,374273,-1
15.5,3,74.9,39,40319,40319,17.7,58.5,104157,-1
11.2,63,80.3,39,32049,32049,27.1,62.7,75508,1
10.5,25,82.1,39,76143,76143,28.3,62.9,202166,1
12.5,69,79.2,39,11094,11094,17.4,62.2,27463,1
20.7,81,72.3,39,27571,27571,14.9,49.7,67349,-1
11.5,133,78.5,39,62208,62208,27.5,60.8,162080,-1
20.5,59,71.4,39,16065,16065,13.9,52.1,39414,-1
18.6,73,71.2,39,11268,11268,14.1,54.7,28547,-1
17.6,99,73.9,39,98035,98035,23.2,54.4,231857,-1
15.3,9,72.1,39,22509,22509,29.6,48.1,65563,-1
12.5,21,80.5,39,15274,15274,16.1,57.9,39005,-1
13.7,109,79.4,39,40900,40900,21.0,60.6,104081,-1
27.0,111,62.3,39,5984,5984,11.4,46.0,14239,0
9.8,49,83.4,39,496337,496337,38.7,65.8,1253507,-1
16.0,143,72.1,39,23721,23721,15.2,59.9,59559,-1
12.5,51,79.4,39,16404,16404,17.3,62.3,42296,1
21.0,65,70.6,39,11430,11430,15.5,56.4,31576,-1
18.8,79,68.8,39,12964,12964,15.8,52.4,32624,-1
17.2,83,75.4,39,23229,23229,22.7,58.7,60945,-1
13.4,95,76.0,39,178971,178971,25.6,57.5,433404,-1
16.0,117,73.0,39,12781,12781,13.6,61.4,34935,-1
11.7,89,81.9,39,64434,64434,24.6,61.4,170678,-1
22.4,167,69.0,39,25378,25378,18.7,53.3,60871,-1
22.2,31,67.7,39,14367,14367,12.6,54.1,36602,-1
18.5,33,74.1,39,17833,17833,14.7,54.5,42231,-1
10.7,45,82.5,39,55549,55549,26.6,59.7,151526,1
14.4,39,79.3,39,15309,15309,16.2,61.1,38311,1
22.4,71,64.2,39,16731,16731,12.3,51.6,43031,-1
4.9,41,90.9,39,67701,67701,53.8,68.0,193024,1
13.8,137,78.0,39,13159,13159,19.0,67.2,34037,1
12.1,85,83.1,39,95238,95238,27.2,62.6,229701,-1
13.3,107,80.4,39,16142,16142,16.6,65.5,40723,-1
28.4,1,57.6,39,10829,10829,12.1,46.3,27926,0
23.3,145,68.8,39,30204,30204,15.2,45.4,76871,-1
8.6,103,85.8,39,67192,67192,32.1,65.4,176362,1
20.3,13,70.6,39,26910,26910,16.1,50.9,68889,-1
15.9,27,74.4,39,16309,16309,17.5,58.3,41869,-1
19.7,47,67.5,39,11729,11729,15.8,55.4,28659,-1
16.5,141,73.0,39,28526,28526,16.0,49.2,77125,-1
15.5,23,76.6,39,54836,54836,18.6,55.8,135520,-1
21.7,131,65.9,39,11033,11033,13.3,46.0,28291,0
19.5,125,71.4,39,7589,7589,14.0,58.2,18951,-1
14.9,91,76.6,39,18627,18627,15.1,58.9,45323,-1
13.6,97,78.7,39,14916,14916,16.7,52.8,43732,-1
14.2,153,78.1,39,223021,223021,31.6,60.1,541318,1
36.9,75,53.2,39,12520,12520,8.5,63.5,43808,-1
13.3,93,78.5,39,118594,118594,23.7,57.5,305405,-1
10.0,57,83.1,39,64702,64702,38.8,57.2,164825,-1
15.0,149,75.5,39,18665,18665,17.1,64.5,48902,-1
13.9,113,78.2,39,223495,223495,26.8,56.5,531987,-1
19.1,155,71.6,39,86709,86709,18.7,53.0,203341,-1
22.2,87,67.9,39,23731,23731,14.5,50.0,61057,-1
16.2,101,74.1,39,24699,24699,13.5,48.6,65483,-1
7.4,165,88.5,39,80704,80704,41.9,63.0,223868,1
13.8,61,78.5,39,338267,338267,36.3,61.5,808703,1
30.5,1,50.2,40,7796,7796,13.6,48.1,22136,0
23.2,133,60.7,40,9240,9240,13.9,47.6,25246,0
18.2,137,68.3,40,17252,17252,17.4,52.6,44293,-1
18.2,25,62.7,40,990,990,21.2,58.8,2221,-1
22.8,11,60.5,40,3819,3819,17.0,45.4,9680,0
18.4,19,61.1,40,18278,18278,20.4,54.9,48407,-1
27.5,29,61.2,40,2240,2240,16.6,50.7,5666,0
19.1,53,69.9,40,1883,1883,25.9,58.8,4458,-1
21.5,55,70.5,40,2152,2152,14.3,42.8,6018,-1
16.0,73,66.4,40,5691,5691,23.7,60.1,15510,-1
11.2,87,79.7,40,13838,13838,24.1,60.5,37919,1
23.3,91,57.6,40,8349,8349,13.6,43.4,19874,0
18.4,95,57.5,40,6241,6241,14.6,49.5,16226,-1
15.6,99,64.8,40,5275,5275,19.8,55.5,13797,-1
19.7,103,65.5,40,4598,4598,23.9,57.3,11421,-1
21.6,105,59.4,40,4064,4064,11.5,51.0,10448,0
25.9,115,60.0,40,12020,12020,14.0,52.1,31725,0
10.5,131,76.0,40,34109,34109,23.5,60.9,90098,-1
20.8,135,64.4,40,15412,15412,13.8,47.5,41364,0
9.4,145,82.5,40,28309,28309,22.7,60.0,76830,-1
16.8,3,75.1,40,1978,1978,20.9,46.2,5877,-1
15.8,151,74.2,40,3413,3413,31.2,61.3,9132,-1
23.6,15,57.5,40,10273,10273,17.0,49.0,29437,0
7.5,27,84.9,40,103028,103028,32.1,62.7,274024,1
20.9,101,63.1,40,26097,26097,18.9,49.6,69471,-1
28.1,107,58.6,40,3987,3987,12.1,40.2,12160,0
22.4,5,65.6,40,5284,5284,14.6,41.9,13899,0
17.7,13,66.4,40,16911,16911,22.5,52.6,45068,-1
18.1,43,64.1,40,1727,1727,21.8,55.9,4904,-1
18.2,59,63.4,40,1348,1348,23.8,57.0,3843,-1
17.6,71,63.0,40,17890,17890,20.1,55.0,45173,-1
16.4,83,74.3,40,15651,15651,28.0,58.5,45326,-1
23.2,35,61.3,40,5413,5413,14.7,49.4,14563,0
12.0,143,79.2,40,250071,250071,30.9,63.0,637123,1
15.7,147,74.4,40,20688,20688,27.0,55.6,51867,-1
8.2,17,82.4,40,43878,43878,26.2,66.1,132922,1
20.6,57,71.1,40,1185,1185,22.5,54.6,2758,-1
25.5,61,60.7,40,4849,4849,12.9,46.5,12746,0
24.2,77,60.5,40,4019,4019,16.3,45.2,10621,0
22.7,111,62.5,40,14852,14852,14.6,48.7,39121,0
18.6,113,67.8,40,18314,18314,18.0,51.1,47350,-1
22.8,139,61.9,40,6989,6989,20.8,70.1,21409,-1
27.9,67,55.8,40,2392,2392,12.5,46.0,6270,0
28.3,127,60.2,40,4550,4550,15.2,47.6,11132,0
16.0,47,74.6,40,23798,23798,22.5,58.3,62421,-1
20.5,49,67.7,40,10473,10473,15.5,49.6,27751,-1
24.6,69,59.2,40,4256,4256,16.6,47.4,11039,0
20.6,121,67.5,40,17828,17828,16.3,50.9,44673,-1
20.4,123,66.1,40,14512,14512,28.1,57.2,38289,-1
18.2,129,63.0,40,1350,1350,20.8,59.5,3734,-1
13.2,153,74.1,40,7366,7366,19.9,56.8,21140,-1
24.1,21,59.8,40,16360,16360,24.0,50.3,48404,-1
18.4,41,66.5,40,16571,16571,16.5,45.9,41878,-1
20.6,45,63.1,40,1625,1625,21.6,55.4,4102,-1
16.0,51,65.3,40,19743,19743,18.9,57.4,54351,-1
11.4,119,78.8,40,30404,30404,36.8,54.7,80634,-1
17.2,125,67.1,40,25925,25925,18.0,52.6,71614,-1
19.8,37,72.6,40,26398,26398,15.6,54.1,70899,-1
23.0,141,66.0,40,3012,3012,15.2,52.6,7591,0
13.7,149,68.1,40,4484,4484,21.5,55.4,11550,-1
17.4,97,69.5,40,15730,15730,15.4,52.9,40929,-1
12.4,109,77.2,40,296818,296818,31.2,61.1,774203,1
11.8,39,74.9,40,10458,10458,26.5,61.1,29169,-1
19.4,7,71.3,40,2103,2103,19.9,59.6,5445,-1
