0,1,S2801_C02_011E,county,S2801_C02_012E,state,S2501_C02_001E,S1901_C01_001E,S1501_C02_015E,S2301_C03_001E,S0101_C01_001E,cluster
-5.896788,-5.8877907,10.9,5,84.2,9,74605,74605,35.0,63.8,184454,1
-9.744268,0.8789728,12.8,3,81.1,9,348871,348871,37.4,61.1,897417,1
-2.1994543,-5.812276,12.7,15,79.4,9,44529,44529,24.4,61.6,116674,-1
-6.730953,-4.0196996,11.3,11,83.4,9,107193,107193,32.9,60.0,270772,1
-6.487631,-6.2997003,10.7,7,84.1,9,66599,66599,40.8,64.3,164110,1
-6.558446,-6.845723,8.4,13,86.3,9,54878,54878,39.7,63.0,151596,1
-11.083485,0.24316421,9.3,1,86.0,9,337678,337678,46.5,62.9,947328,1
-10.303288,-1.1569834,11.8,1,78.0,11,277985,277985,56.6,63.4,672391,-1
-8.553854,-1.5934147,11.0,3,81.3,10,202654,202654,35.7,60.1,555036,1
-3.9066002,-2.392534,13.7,5,76.5,10,86322,86322,25.1,52.8,215551,-1
-4.218367,-4.0209956,10.7,1,81.5,10,63381,63381,23.5,57.1,173145,-1
2.5639162,4.6338887,21.8,41,62.9,12,6399,6399,12.4,45.2,17191,0
-0.7926004,4.6924753,22.0,55,69.3,12,41350,41350,17.1,37.8,100177,-1
-0.29008108,0.92107767,17.6,121,74.1,12,15291,15291,13.7,46.8,43814,-1
-6.8358483,-4.968469,11.0,1,82.0,12,97485,97485,41.4,55.2,259865,-1
3.9741058,11.407215,39.5,27,50.9,12,11744,11744,11.5,43.2,35675,0
1.75173,6.9835553,25.7,13,61.1,12,4581,4581,9.6,40.2,14458,0
-3.6464503,-0.82996017,11.7,15,80.9,12,74884,74884,22.4,38.4,173236,-1
-1.2155675,0.26800802,14.5,23,73.8,12,24722,24722,16.4,46.9,68484,-1
2.6884446,10.758156,30.5,29,46.3,12,6431,6431,9.1,35.2,16323,0
-4.6589875,-4.1502748,10.5,85,81.9,12,63497,63497,32.3,48.6,155719,-1
2.1111414,5.2647943,24.1,107,64.0,12,27951,27951,12.5,42.8,72435,-1
-7.3472233,-1.8557011,11.0,115,81.9,12,177998,177998,33.9,45.5,404839,-1
-0.8209942,8.247835,27.3,125,60.3,12,3946,3946,8.3,29.8,15300,0
0.6698534,3.6031075,20.3,133,67.8,12,8558,8558,11.3,43.9,24472,-1
-9.443438,1.0986716,12.5,31,78.9,12,347783,347783,28.7,59.3,912043,1
1.2290725,6.1434336,27.2,7,66.4,12,8980,8980,10.4,41.6,26775,0
-8.012934,-0.7938886,10.1,9,83.6,12,227223,227223,28.4,50.3,568183,-1
-5.0999894,-4.7589765,6.9,19,86.8,12,71939,71939,23.7,57.1,203291,-1
-1.2690107,5.1387463,22.3,67,67.8,12,2193,2193,14.0,35.5,8684,0
-5.3716393,-1.1397572,11.8,69,81.3,12,127441,127441,22.4,48.9,326215,-1
-3.1498044,-5.5543194,9.2,89,82.2,12,30454,30454,27.2,53.8,78435,-1
-9.696965,1.3825996,13.6,103,79.1,12,406871,406871,30.1,54.3,949842,-1
-7.4475946,0.3360238,16.6,105,65.4,12,226604,226604,19.5,50.5,652256,-1
-4.70349,-1.0745935,12.7,111,79.8,12,110043,110043,19.6,49.9,298763,-1
2.3447173,10.671005,32.9,43,50.0,12,4297,4297,10.9,36.2,13197,0
7.235422,3.904008,27.6,51,61.8,12,12098,12098,8.4,55.1,39064,-1
-3.548727,-2.0750103,14.4,61,79.3,12,57911,57911,27.8,44.7,147981,-1
1.0233451,6.1027946,26.4,63,65.2,12,17041,17041,14.0,39.9,48571,0
-11.137975,2.8000607,10.8,99,81.4,12,543591,543591,34.8,55.5,1426772,-1
-7.071561,-5.6853423,7.5,109,85.8,12,83744,83744,43.0,56.2,226578,-1
-8.716057,-3.2902708,6.0,117,89.2,12,161371,161371,37.6,60.6,449260,1
-13.171752,3.101338,14.9,86,73.6,12,858289,858289,27.8,57.5,2702602,-1
-6.2330375,-1.8465378,10.9,81,78.1,12,140255,140255,29.1,49.9,363542,-1
-3.0651093,0.04932459,13.6,17,79.2,12,62488,62488,17.8,36.8,141373,-1
2.4073918,5.3368053,20.3,75,60.5,12,15806,15806,11.9,45.0,39713,0
1.3929322,0.033681646,15.6,3,71.7,12,8299,8299,13.1,49.1,27537,-1
-5.162006,-4.378309,7.3,113,85.1,12,60607,60607,27.1,52.9,166778,-1
-7.3780465,-0.28091407,11.8,127,76.3,12,209885,209885,22.7,48.5,518660,-1
-8.259731,-5.3522024,6.5,73,84.6,12,112373,112373,45.5,60.2,285890,1
-12.347401,3.189594,9.8,11,81.3,12,675828,675828,31.5,60.7,1890416,-1
1.7395554,8.268466,29.3,79,58.1,12,6743,6743,12.5,38.9,18518,0
-2.3566709,-7.1681643,11.2,87,77.8,12,30198,30198,31.8,59.9,76745,1
-5.271928,-1.8045709,11.7,33,80.8,12,117836,117836,26.0,53.2,309924,-1
-3.3838031,-0.40362808,12.4,53,79.5,12,72234,72234,17.1,42.7,179144,-1
-10.841156,2.6045513,9.8,57,82.8,12,505845,505845,32.0,60.2,1351087,-1
-4.624619,-3.6250722,10.3,91,80.8,12,76574,76574,29.8,54.4,197591,-1
-0.9798791,6.023834,21.1,123,66.5,12,7406,7406,8.6,37.0,22350,0
-0.05996184,-2.5142736,11.2,129,76.2,12,11075,11075,17.8,52.5,31586,-1
-4.150529,-3.941286,11.4,5,80.9,12,68667,68667,22.4,55.1,180117,-1
-3.096444,-1.8076019,10.8,35,79.5,12,39433,39433,23.6,44.3,105015,-1
0.29985458,3.812273,21.6,37,70.3,12,4327,4327,18.4,43.3,11675,-1
-1.7076995,0.95301324,18.0,45,77.5,12,5295,5295,18.5,42.6,16018,-1
-0.8295661,6.75348,23.3,47,64.2,12,4551,4551,10.2,32.5,14238,0
-0.09763407,7.374186,23.7,77,60.5,12,2325,2325,11.1,34.9,8347,0
-4.228856,-2.0142615,18.7,97,72.8,12,96250,96250,19.0,57.7,325168,-1
-3.338617,-1.6570948,9.6,119,83.0,12,52360,52360,30.9,21.9,116754,-1
-1.2930104,-4.888075,12.9,131,77.6,12,25449,25449,26.7,53.8,63457,-1
3.9165232,7.1291285,28.7,39,58.2,12,17310,17310,16.3,44.4,46113,0
0.19973734,5.620516,24.3,59,66.8,12,7019,7019,11.5,39.8,19483,0
-0.7518749,3.0252917,19.5,65,68.8,12,5702,5702,21.2,40.8,14085,-1
-8.420825,-0.25648138,10.0,71,80.9,12,264325,264325,27.2,49.0,700165,-1
-4.9758906,-0.6139608,16.5,83,76.1,12,134747,134747,19.4,41.9,343778,-1
5.2518487,8.582369,32.3,49,56.9,12,7718,7718,10.5,47.4,27326,0
-7.117168,-2.494566,8.8,21,82.1,12,138131,138131,34.9,50.2,356774,-1
1.9738779,6.307285,22.9,93,59.1,12,13333,13333,11.0,43.1,40228,0
-10.949305,1.9036535,8.2,95,83.6,12,451960,451960,32.7,62.4,1290216,-1
-7.204691,-0.6081117,13.0,101,79.2,12,195818,195818,22.7,49.6,498136,-1
5.0413857,2.7503715,19.6,5,62.2,13,3989,3989,11.8,50.4,11279,0
1.7550474,5.0167036,18.7,25,62.2,13,6658,6658,7.8,44.7,18411,-1
-8.215126,-7.513218,4.6,117,91.4,13,70468,70468,50.2,65.7,211300,-1
5.498795,3.8465362,26.8,137,63.4,13,15106,15106,18.4,49.4,43878,-1
4.707396,4.746844,24.8,147,62.0,13,9848,9848,13.8,48.2,25535,0
-0.5931722,-2.7417772,15.3,185,66.6,13,40318,40318,25.2,52.0,113941,-1
1.1225643,1.5823307,19.6,191,70.7,13,5730,5730,14.0,48.0,14061,-1
5.5565257,8.19468,31.2,199,56.6,13,8108,8108,10.7,47.9,21152,0
0.061924726,-1.2703042,16.0,207,71.0,13,9590,9590,22.7,50.1,26795,-1
-0.5330431,-3.0246801,11.0,237,76.0,13,8662,8662,21.4,52.0,21430,-1
1.1632032,2.0831003,19.1,261,67.3,13,11871,11871,16.8,47.7,30687,-1
2.6175919,13.028948,42.5,265,36.3,13,710,710,6.8,39.4,1844,0
4.731892,11.997394,37.2,301,41.2,13,2274,2274,13.7,47.9,5410,0
4.1979337,12.398762,42.5,7,45.0,13,1321,1321,11.0,48.0,3251,0
-3.4954576,-7.8980856,8.7,29,84.0,13,12366,12366,32.4,58.7,34883,1
2.1356573,4.8038406,23.1,35,64.7,13,8053,8053,10.5,45.2,23556,0
6.855789,7.9896684,29.6,43,52.9,13,4061,4061,14.4,50.6,10894,0
-2.3960032,-4.2133355,10.0,39,82.8,13,18913,18913,23.6,51.7,52252,-1
-1.2484792,-3.254374,13.7,45,75.9,13,41123,41123,19.6,54.7,114898,-1
1.3768948,2.5785122,17.9,79,65.8,13,4715,4715,13.2,45.8,12385,-1
4.0460157,11.0990505,38.6,99,52.9,13,4032,4032,17.0,45.0,10405,0
5.1013947,6.568708,26.1,81,56.4,13,8312,8312,13.6,47.3,23005,0
5.2826242,5.0047126,26.0,69,59.9,13,14329,14329,14.1,48.2,43048,0
-4.4253397,-6.2321973,10.0,77,81.8,13,50531,50531,29.0,62.6,138015,1
-10.60549,-1.2992998,5.6,67,87.9,13,274361,274361,45.5,66.0,739072,1
0.6847568,0.059546273,18.8,123,72.9,13,11468,11468,18.6,49.6,29614,-1
4.245071,-2.7060442,17.3,83,70.4,13,6089,6089,13.9,56.8,16282,-1
-0.5738163,-5.556126,10.6,297,77.9,13,30488,30488,19.0,57.3,88695,-1
4.3726873,12.597838,44.4,317,42.6,13,3971,3971,14.3,47.5,9905,0
0.35314167,2.102205,19.6,27,71.5,13,6337,6337,13.6,46.3,15629,-1
4.1046553,10.399026,35.1,91,53.2,13,7858,7858,14.6,44.5,21063,0
5.102687,-1.621216,20.4,129,69.5,13,19959,19959,13.7,57.1,56424,-1
5.2487063,9.752899,34.6,105,53.7,13,7730,7730,11.1,47.0,19288,0
-7.3632374,-5.537551,5.6,57,90.8,13,83150,83150,35.7,64.3,235896,1
-6.870831,-8.180519,6.9,113,88.9,13,39604,39604,46.7,58.8,110306,-1
5.8175693,10.104561,31.5,165,48.4,13,3375,3375,8.3,46.9,8929,0
-0.767158,-8.374791,10.6,177,83.1,13,10292,10292,25.7,60.5,29216,1
-1.5849887,-5.2518115,10.7,217,80.5,13,35823,35823,19.9,57.6,105042,-1
-1.6213967,-4.669887,14.5,227,80.8,13,11379,11379,24.9,52.5,30343,-1
0.7301599,3.8981764,21.3,133,65.4,13,6793,6793,25.6,44.3,16732,-1
4.6972857,-0.20338242,20.3,71,68.2,13,15599,15599,12.5,53.8,45890,-1
6.5731936,3.4271805,24.8,75,61.0,13,6065,6065,14.8,51.9,17190,0
-3.1439834,-7.040295,9.8,85,81.5,13,8557,8557,31.1,55.9,23397,-1
-4.2720876,-3.3897994,10.0,63,75.6,13,91604,91604,19.1,60.0,274150,-1
-11.104041,0.54698914,9.7,121,81.1,13,391850,391850,50.2,62.2,1010420,1
-3.5545177,-4.405619,13.2,139,79.0,13,63095,63095,23.5,60.8,192865,-1
2.003946,11.713819,36.3,141,43.6,13,2970,2970,8.7,28.4,8667,0
-0.8437465,-4.7968326,13.8,187,75.9,13,11412,11412,26.7,54.9,31567,-1
6.890592,6.719698,29.0,189,58.0,13,8156,8156,15.3,49.8,21488,0
4.671979,12.160201,41.0,201,46.4,13,2326,2326,11.4,50.4,5884,0
1.9019747,-3.9577377,13.6,211,72.3,13,6698,6698,22.1,55.9,18013,-1
6.0478225,3.8836324,24.0,149,61.2,13,4379,4379,10.8,52.1,11607,0
-6.2818108,-8.615498,7.2,219,83.9,13,12693,12693,48.2,61.3,35972,1
1.4479395,1.7727128,20.2,95,68.9,13,34842,34842,20.7,48.3,91522,-1
-1.1379051,0.80492604,18.1,111,75.4,13,10175,10175,19.0,44.8,24480,-1
-5.784927,-5.145888,6.0,151,87.6,13,72697,72697,28.0,60.1,217506,-1
-2.9913173,-3.9733891,13.4,153,77.1,13,55200,55200,25.4,57.1,150341,-1
4.50423,8.377557,30.7,175,55.4,13,17437,17437,15.4,46.6,47451,0
-1.2432529,-0.4920125,11.1,183,77.2,13,5399,5399,15.6,45.9,17857,-1
3.2061217,2.1088455,21.9,255,66.0,13,23475,23475,16.2,49.4,64192,-1
1.2520239,1.121538,19.4,257,68.0,13,9427,9427,19.6,49.2,25625,-1
1.6899735,14.968371,59.3,271,25.3,13,5167,5167,8.1,35.1,16339,-1
-1.0604824,1.2399324,16.1,291,71.3,13,8788,8788,22.0,42.0,22262,-1
3.5324972,4.4243097,24.1,293,63.5,13,10263,10263,12.9,47.2,26241,0
3.996821,5.4142704,26.5,303,62.4,13,7384,7384,13.1,46.5,20506,0
1.0719506,-0.81214607,18.6,225,72.5,13,10113,10113,20.3,51.7,27027,-1
-4.619044,-6.05437,8.0,223,83.2,13,51397,51397,24.4,64.4,152399,-1
5.0337677,3.2872887,20.2,229,61.4,13,6975,6975,12.7,50.8,19141,0
0.7712335,-2.4035542,14.1,231,75.7,13,5963,5963,16.5,52.3,17919,-1
-3.0620847,-1.7338662,18.1,245,69.7,13,72361,72361,21.0,49.5,201568,-1
4.0702004,3.0402281,24.3,251,65.7,13,5268,5268,14.7,49.7,14037,0
-1.1217948,5.5458684,18.6,267,65.8,13,8044,8044,12.3,36.8,25402,-1
3.7374523,5.355244,22.9,19,60.6,13,7240,7240,11.7,47.0,19014,0
3.4761639,0.017416673,18.7,143,69.3,13,11033,11033,14.1,52.3,28722,-1
0.8614551,-4.0845523,15.7,157,75.6,13,21785,21785,19.7,56.9,63851,-1
5.9503584,10.390404,31.5,163,45.4,13,5797,5797,10.6,46.1,15954,0
4.3525558,1.7280447,23.3,311,67.6,13,11250,11250,20.2,50.5,28509,-1
0.167012,-4.06606,14.5,169,78.3,13,10472,10472,20.7,54.1,28540,-1
6.4526386,8.959441,32.0,181,53.8,13,3438,3438,12.1,49.7,7768,0
2.8270156,-2.905838,17.0,213,74.5,13,14176,14176,9.6,54.8,39444,-1
-3.525112,-2.097262,15.9,215,72.7,13,73179,73179,26.0,51.1,198647,-1
0.9284668,7.595929,26.8,235,59.6,13,3893,3893,12.6,37.9,11396,0
0.4771577,4.101764,24.0,241,69.6,13,6506,6506,25.3,45.0,16354,-1
1.4766564,11.1148615,35.5,259,51.9,13,1780,1780,12.4,26.7,5832,0
-0.071873225,4.0116405,22.2,281,70.3,13,4588,4588,25.6,40.0,11173,-1
6.5085635,6.640247,31.5,283,59.1,13,2633,2633,15.5,49.0,6752,0
5.494878,2.793669,25.4,287,67.5,13,3103,3103,13.5,50.7,8036,0
3.9621325,8.625465,33.6,155,59.4,13,3323,3323,13.1,44.1,9278,0
6.915513,9.440449,31.4,3,52.1,13,2835,2835,8.2,53.4,8313,0
5.709694,7.799038,25.9,1,51.7,13,6702,6702,11.5,48.3,18471,0
1.9713056,-0.06358193,19.3,295,71.5,13,25564,25564,15.5,52.3,68609,-1
-10.191527,-0.30970204,5.4,135,86.2,13,283256,283256,35.3,65.3,889954,1
0.7601688,-6.281613,11.9,13,79.6,13,24588,24588,17.3,60.1,75099,-1
0.8323446,5.8194385,23.6,49,64.5,13,3537,3537,8.6,41.5,12963,0
4.1234503,11.684378,36.0,65,46.2,13,2576,2576,12.3,42.0,6788,0
-1.1685835,-5.1035223,12.7,15,79.0,13,37120,37120,19.4,58.5,102623,-1
-3.7331312,-5.5611787,8.1,97,77.9,13,48426,48426,26.7,61.7,140152,-1
4.3028226,0.62285405,21.5,131,68.3,13,9092,9092,13.7,52.9,25048,-1
5.4920726,7.1989636,24.6,161,52.2,13,5210,5210,10.3,48.6,14999,0
1.9494926,2.4159114,22.5,209,69.8,13,3077,3077,15.5,48.5,8962,-1
8.282116,3.3619328,27.6,221,62.3,13,5642,5642,15.5,54.2,14654,0
4.784008,6.113021,29.7,243,63.3,13,2864,2864,12.1,47.1,7206,0
-2.2968855,-5.717033,9.2,247,76.8,13,29937,29937,25.8,56.4,88482,-1
2.4556024,2.9438376,19.1,299,65.4,13,13903,13903,13.5,46.8,35688,-1
1.8796499,4.427886,20.6,305,64.1,13,10362,10362,12.7,44.7,29833,0
1.4026445,15.143286,66.9,309,27.0,13,1972,1972,8.1,27.3,7952,-1
3.2419727,-4.123385,18.6,313,75.2,13,35384,35384,14.6,58.4,103963,-1
-0.62778157,8.774056,31.8,37,61.0,13,1865,1865,9.4,29.5,6503,0
2.5264976,8.319853,29.9,193,56.8,13,4618,4618,8.6,39.8,13675,0
3.4905016,-1.4853864,18.6,285,69.7,13,24679,24679,18.5,55.0,69433,-1
2.007674,11.630931,39.0,315,50.5,13,2676,2676,10.5,32.5,8896,0
1.269415,2.4064136,21.7,9,68.5,13,16330,16330,19.4,46.8,45527,-1
7.8541737,3.7226887,27.0,11,62.4,13,6489,6489,11.9,53.4,18363,0
-0.3339022,-4.3020444,12.8,31,69.2,13,26632,26632,27.9,54.0,73742,-1
-4.721942,-6.4597826,12.3,59,76.5,13,46291,46291,41.3,55.5,123554,-1
0.6280238,9.872374,35.4,61,57.5,13,1154,1154,8.9,36.3,3024,0
6.6707993,10.105537,34.0,101,48.1,13,1502,1502,6.9,55.2,4011,-1
-1.3866466,-6.169933,15.2,127,76.1,13,33200,33200,29.0,56.2,83467,-1
-10.081481,-0.77659285,8.4,89,81.3,13,273614,273614,42.1,63.0,736066,1
-1.6881151,-1.596142,18.8,21,68.2,13,57319,57319,25.4,50.5,153923,-1
-1.093316,-5.9378104,12.8,145,78.6,13,12088,12088,27.4,56.5,33198,-1
6.581165,8.215843,29.4,197,52.9,13,3263,3263,12.5,49.5,8558,0
2.1704223,0.6649549,19.0,249,70.0,13,1925,1925,13.7,50.2,5168,-1
3.5847855,3.0141985,24.0,321,67.6,13,7899,7899,11.0,49.4,20809,0
0.47350457,5.929261,26.7,23,64.7,13,4155,4155,17.2,40.6,12779,0
3.3507648,8.918361,31.5,93,54.8,13,5171,5171,9.9,41.7,14053,0
5.604772,1.5593338,22.5,109,64.5,13,4023,4023,15.5,52.9,10757,0
3.7139857,5.5479445,24.1,119,60.2,13,8322,8322,12.8,46.3,22328,0
6.965359,8.838025,32.5,307,52.7,13,1091,1091,11.3,53.1,2627,0
-0.3308093,-8.114139,9.8,103,81.7,13,19584,19584,19.2,62.0,57087,-1
0.26203036,2.1704807,17.8,171,67.7,13,6263,6263,18.4,46.3,18282,-1
6.751443,3.3751147,25.0,125,64.1,13,1083,1083,9.4,54.2,3027,-1
4.3137083,5.6609683,24.4,107,59.6,13,8387,8387,12.5,47.7,22502,0
3.1969686,11.62615,37.6,239,47.0,13,978,978,8.3,40.4,2140,0
-6.5478306,-3.6989408,11.0,51,80.9,13,107427,107427,33.2,57.8,285506,1
4.4035206,2.613961,20.7,159,63.5,13,5100,5100,10.5,51.2,13732,0
6.8082776,6.566699,30.2,167,57.5,13,3277,3277,9.6,51.2,9800,0
4.529035,8.447678,26.3,173,50.2,13,3744,3744,15.8,44.5,10388,0
-1.693688,-1.5840576,8.7,179,80.7,13,23108,23108,19.4,48.8,62120,-1
4.878041,0.802739,23.1,195,68.1,13,10571,10571,16.7,53.1,28600,-1
3.4625006,7.0010715,27.3,205,59.2,13,7991,7991,12.3,44.5,22574,0
3.202084,8.497081,31.9,253,58.7,13,3353,3353,15.1,41.1,8549,0
7.7623186,3.4024148,27.4,277,63.8,13,14999,14999,16.8,53.9,40531,-1
2.5509143,11.294393,38.7,289,50.4,13,2943,2943,9.2,37.7,8323,0
3.4904895,-1.5162672,16.6,233,69.9,13,14949,14949,12.7,54.8,41444,-1
6.0824847,9.17686,32.1,263,52.4,13,2801,2801,12.5,47.8,6423,0
3.9054053,8.485407,30.5,269,55.5,13,3554,3554,11.4,43.9,8267,0
3.6486883,4.5420947,26.3,273,66.4,13,3290,3290,10.8,47.4,8978,0
0.96777964,-2.2417023,18.2,275,74.8,13,17254,17254,22.2,53.1,44909,-1
6.7834425,4.1889434,27.7,279,63.5,13,10521,10521,15.9,51.2,27160,0
4.0683107,9.08521,32.0,319,57.1,13,3288,3288,9.0,44.5,9147,0
3.8054364,6.630663,29.3,17,59.9,13,6361,6361,10.2,45.8,17272,0
4.2238297,3.107445,19.1,33,62.9,13,8068,8068,11.7,50.0,22645,-1
0.06036157,-6.1227307,13.6,47,78.9,13,24719,24719,20.3,60.2,65870,-1
-2.4218802,-1.1711377,14.8,53,75.2,13,2505,2505,33.0,25.3,11096,-1
1.2404177,4.6880026,24.0,55,68.3,13,9253,9253,10.1,44.1,24880,0
-5.1253467,-6.3966393,7.9,73,80.8,13,45823,45823,34.4,56.9,143723,-1
4.619569,10.2916975,36.4,87,53.2,13,10311,10311,14.9,46.8,27023,0
0.0874982,-2.7819734,18.0,115,76.0,13,35506,35506,20.5,54.4,96471,-1
-4.3027854,-2.907159,14.9,1,75.6,15,67054,67054,28.6,53.8,196325,-1
-9.655708,0.74900544,10.0,3,84.1,15,311451,311451,34.0,58.4,990060,1
-4.17017,-5.7231855,11.4,9,82.0,15,54381,54381,26.3,63.9,164094,1
-1.7907103,-8.192705,12.7,7,80.4,15,22563,22563,28.2,62.7,71093,1
8.815592,-2.566458,26.4,5,60.4,15,53,53,22.8,75.0,86,-1
-4.184841,-7.5334764,5.0,65,76.7,16,10633,10633,37.5,59.3,38241,-1
1.5090939,1.8199236,16.6,79,67.7,16,5614,5614,12.4,47.9,12490,-1
1.2241466,3.009732,21.8,49,66.6,16,6480,6480,19.1,47.0,16275,-1
-4.501783,-9.524592,11.7,81,80.0,16,3764,3764,42.5,69.4,10776,-1
0.45201594,-4.349981,11.4,77,80.1,16,2544,2544,15.8,54.1,7667,-1
1.4380279,2.4856746,20.7,87,67.2,16,3979,3979,16.4,46.5,9996,0
0.32077578,-3.844002,12.0,71,80.0,16,1581,1581,15.1,53.0,4284,-1
0.7655956,-6.565438,11.6,31,79.9,16,7827,7827,18.1,59.6,23472,1
-0.5333496,0.035367858,15.0,45,74.4,16,6404,6404,16.9,47.8,16850,-1
6.792446,-1.6840553,21.4,63,65.0,16,1609,1609,9.1,62.5,5296,-1
-1.8399105,-4.079118,9.0,85,74.1,16,3532,3532,30.8,50.4,10104,-1
0.9773941,3.0122144,21.0,3,68.1,16,1736,1736,20.3,45.8,3946,-1
0.6160874,-7.997549,11.7,41,81.0,16,4286,4286,20.2,61.7,13120,1
0.23115918,-6.4732947,12.8,69,76.8,16,16308,16308,22.7,58.6,40014,-1
5.8197236,-4.0692163,17.8,53,69.7,16,7741,7741,13.0,61.7,23039,-1
-4.0107975,-4.2135124,9.7,55,81.3,16,58873,58873,24.5,57.0,150128,-1
5.096513,2.654782,23.7,61,64.1,16,1626,1626,16.3,50.1,3824,0
1.8358597,-6.1385775,12.7,67,77.9,16,7357,7357,14.2,60.7,20448,-1
0.120340995,-6.973975,11.7,83,78.8,16,30096,30096,19.1,62.9,82248,-1
6.842081,3.2656167,24.9,73,63.1,16,4190,4190,9.7,53.8,11384,0
-5.1363015,-9.596498,8.3,13,85.8,16,8273,8273,40.4,69.4,21583,1
-1.4973134,-3.012579,11.9,15,74.1,16,3004,3004,29.2,46.4,6968,-1
-0.8882393,1.6327515,15.4,21,70.1,16,4490,4490,18.2,44.8,11323,-1
-1.191739,0.35123998,15.1,23,75.4,16,1049,1049,15.5,45.6,2613,-1
0.34729496,-8.061025,9.7,29,83.2,16,2533,2533,20.1,58.7,6862,-1
5.623208,-3.5948346,19.1,47,70.6,16,5550,5550,14.7,60.2,15110,-1
-8.168339,-2.7346187,8.8,1,79.8,16,164389,164389,37.6,63.2,435117,1
-2.6290812,-6.4044566,9.1,5,81.1,16,30790,30790,28.1,57.7,84113,-1
1.6742071,-4.98558,15.8,7,77.1,16,2313,2313,20.3,55.8,5942,-1
0.69500464,-6.6837053,12.9,11,79.5,16,14903,14903,19.3,59.9,45369,1
-3.962249,-7.24632,9.0,19,83.3,16,38400,38400,29.3,61.3,110404,1
6.493801,-1.7371117,20.5,25,66.8,16,370,370,20.6,57.5,886,-1
-3.032996,-3.4977062,11.8,27,75.0,16,69303,69303,18.1,57.8,207027,-1
-1.0799443,4.0000687,20.2,35,71.0,16,3706,3706,17.4,38.2,8533,-1
-0.046048,-8.505118,8.0,51,81.1,16,8470,8470,21.2,62.6,27410,-1
-5.7734575,-8.358189,6.2,57,83.0,16,15448,15448,46.4,59.1,38697,1
-0.6520153,-0.5627801,17.2,59,74.5,16,3703,3703,22.3,47.4,7755,-1
2.8317485,-3.471441,14.7,75,73.0,16,8571,8571,14.2,55.9,22839,-1
3.085563,3.2470276,21.2,9,64.2,16,3508,3508,14.1,47.6,9050,0
-0.12780462,-0.89902794,14.9,17,73.8,16,17563,17563,22.4,49.9,41855,-1
9.002584,0.46984696,27.2,33,54.0,16,313,313,17.0,59.4,1055,-1
-1.5309963,-1.6166887,13.4,37,77.5,16,1850,1850,22.6,47.4,4141,-1
-0.5251836,-1.6775533,13.1,39,77.6,16,10062,10062,17.6,48.7,26232,-1
0.358827,-3.5131338,14.5,43,77.3,16,4383,4383,21.1,53.0,12889,-1
1.4649671,-3.6152494,16.1,137,75.1,17,13894,13894,21.2,55.4,34442,-1
-5.66833,-2.35743,14.0,119,79.7,17,107241,107241,26.2,58.7,266153,-1
-0.87421864,-8.386511,10.0,63,82.2,17,19006,19006,22.6,63.3,50333,1
-0.6127959,-3.5795867,15.3,91,75.1,17,40239,40239,19.8,56.9,110801,-1
2.0938516,-4.982373,15.6,131,76.1,17,6620,6620,18.7,57.4,15794,-1
-11.253667,-0.067236766,7.9,43,87.3,17,340669,340669,48.0,65.7,931826,1
-5.667803,-4.6648564,12.3,167,79.3,17,83673,83673,34.2,60.3,198134,-1
3.0444832,12.76887,44.4,3,46.0,17,2432,2432,10.7,41.0,6776,0
2.3241873,-2.5489342,17.0,21,73.9,17,13892,13892,16.4,54.7,33562,-1
-1.3888797,-3.680626,15.8,99,78.3,17,44448,44448,17.8,56.6,111151,-1
4.7277346,-6.305442,15.5,155,73.2,17,2438,2438,14.9,62.5,5771,1
3.7504413,-7.0681458,15.9,39,74.1,17,6704,6704,20.3,62.0,16176,1
5.3948116,5.0570436,28.3,51,64.9,17,7659,7659,11.9,49.1,21980,0
4.0020714,-3.5108964,18.0,171,73.7,17,2111,2111,13.9,57.2,5109,-1
-3.0718384,-4.606292,13.5,179,79.2,17,54751,54751,26.0,59.7,134695,-1
6.233531,-3.3285048,19.9,17,68.8,17,5160,5160,13.4,60.8,12880,-1
0.73691976,9.440197,33.1,151,57.8,17,1639,1639,13.1,35.7,4360,0
-2.859353,-3.6394217,15.6,161,76.6,17,60064,60064,22.7,58.5,146205,-1
-4.8271704,-1.798088,19.6,163,70.6,17,103125,103125,26.6,56.3,264433,-1
1.3388454,-7.814489,15.0,129,78.2,17,5230,5230,24.6,61.1,12416,1
2.0819578,1.9979159,21.3,157,69.7,17,12060,12060,13.1,49.0,32829,-1
-8.889603,-2.457401,8.6,89,85.8,17,175930,175930,32.4,64.9,529402,1
3.2900572,1.9953097,23.6,183,68.8,17,31355,31355,14.6,51.3,79207,-1
0.7858224,-3.1887388,15.4,103,76.8,17,13416,13416,17.8,53.8,34670,-1
0.3794803,-2.2301245,15.9,107,75.7,17,11011,11011,19.8,51.4,29488,-1
2.0974455,-5.2424674,17.2,187,73.6,17,6802,6802,24.3,58.7,17429,-1
4.7721443,-3.1560247,18.2,173,69.1,17,9183,9183,16.0,58.2,21906,-1
1.2881683,-4.054216,15.9,117,76.9,17,18663,18663,18.5,56.2,45960,-1
3.9409735,-3.2934835,19.9,159,72.5,17,6460,6460,21.5,56.5,15953,-1
3.252667,-4.171227,17.1,185,73.0,17,4915,4915,18.7,57.1,11568,-1
-6.9136157,-6.1537395,8.8,19,81.2,17,81418,81418,43.9,59.6,207946,-1
