"S0101_C01_001E","S1901_C01_012E","S2801_C02_011E","S2301_C04_001E","S0801_C01_046E","state","county"
183660,57322,11,3.4,17.8,"46","099"
2739,57257,22.5,1.4,16.4,"46","003"
10194,44786,16.5,2.8,20.5,"46","019"
4177,32260,40.2,28.7,21,"46","031"
6972,52923,18.8,1.2,19.6,"46","009"
19753,48665,14.8,3.9,12.7,"46","035"
3971,65380,16.4,1.6,16.8,"46","045"
5280,50870,23.4,2,13.4,"46","015"
33697,53473,7.8,3.3,14.9,"46","011"
1443,51548,23.5,1,17.1,"46","021"
2034,49882,18,0.2,15.5,"46","073"
6783,48862,17,2.6,15.8,"46","047"
8519,56449,12.2,4,26.1,"46","033"
1373,53696,20.1,3,15.7,"46","069"
3642,47500,24,4,20.7,"46","025"
3440,45725,24.2,13.5,17.4,"46","007"
2084,38873,25.9,2.2,11.5,"46","055"
2994,63233,16.5,1,16.4,"46","117"
740,39432,14.3,2.9,14.9,"46","075"
4209,42679,25.9,0.8,14.2,"46","053"
4759,60948,14.6,1.6,17.1,"46","091"
1281,55972,11.4,1.5,22.7,"46","063"
17572,59741,17.7,2.1,10.8,"46","065"
2366,41674,30.4,6.7,18.4,"46","089"
2062,31165,40.4,6.6,21.9,"46","095"
10250,51228,22.6,7,18.6,"46","109"
108126,52245,12.2,4.2,17.3,"46","103"
5911,61784,10.6,1.7,19.9,"46","057"
2327,46750,28,0.3,12.2,"46","049"
27066,54286,12.1,1.3,20.5,"46","093"
7133,56276,16.8,3.3,12.3,"46","051"
5480,48409,19.9,1.8,15.4,"46","123"
2318,51597,15.2,0.9,14.3,"46","107"
8242,54294,19.8,2.2,25.4,"46","125"
7277,49583,22.5,5.3,16.6,"46","067"
38637,53807,16.4,1.8,12.9,"46","013"
5000,58794,19.4,1.8,20.6,"46","077"
6496,56233,15.4,4.9,19.8,"46","101"
2964,50450,22.3,3.8,13.3,"46","105"
12350,58467,13.7,3.9,16,"46","079"
25018,49275,12.3,3.1,17.1,"46","081"
10016,26285,37.9,15.1,18.1,"46","121"
14929,65434,13,2.1,19.6,"46","127"
2255,50658,17.9,2,21.3,"46","097"
22660,50029,16.3,2.8,15.1,"46","135"
27963,52025,13.7,2.5,14.4,"46","029"
9319,44104,29.4,5.2,10.3,"46","023"
5502,46623,26.5,3.7,15.2,"46","129"
2048,30500,37.5,17,13,"46","017"
13907,41773,7.7,6.4,15,"46","027"
5524,43902,20.6,1.5,18.7,"46","037"
3404,62448,13.1,0.4,19.5,"46","061"
5709,41190,41.5,25.9,17.3,"46","041"
2940,52543,20.8,0.9,13.6,"46","043"
5515,60808,12.5,2.5,24.7,"46","087"
2366,54677,16.2,3,21.5,"46","111"
1390,60694,19.8,0.5,14.6,"46","119"
53147,81849,6.1,2.1,19.6,"46","083"
3303,50720,20.9,1.5,13.3,"46","059"
3882,47113,19.3,6.3,11.8,"46","085"
2837,35000,43.6,27,22.8,"46","137"
18163,48995,16.8,2.1,13.9,"46","005"
4282,57969,18,1.8,19.5,"46","039"
6478,52000,16.2,1.9,15.9,"46","115"
14291,27804,44,22.7,17,"46","102"
25945,34353,24.5,13.6,26.9,"47","109"
7882,31503,38.6,6.2,29.7,"47","135"
52926,45407,20.4,8.2,27.4,"47","145"
103666,46381,18.2,7.2,21.1,"47","011"
11830,39786,27.6,9.9,31,"47","121"
63465,42042,21.9,7.6,22.1,"47","063"
17944,36118,30.1,6.8,22.8,"47","075"
8188,41820,29.2,6.6,34.4,"47","083"
87606,52080,13.1,6.2,29.3,"47","119"
19176,40132,23.2,7.2,33.6,"47","173"
25813,39092,24.5,9.5,24.4,"47","071"
192120,53737,10.2,7.5,24.9,"47","125"
51341,47398,23.5,4.7,31.7,"47","043"
21639,40707,24,7.6,30.2,"47","129"
13359,31919,30.1,12.2,28.1,"47","061"
45698,36931,24.6,9.3,28,"47","123"
32263,40415,20.3,6.7,20.9,"47","079"
35262,32027,28.6,9.6,28.4,"47","029"
14554,39692,27.1,5.9,23.2,"47","033"
19380,40690,24.8,5.6,27.9,"47","041"
7588,31993,30.9,11.3,18.7,"47","095"
452286,52458,12.4,5.5,21.9,"47","093"
11944,37092,30.1,4,26.2,"47","101"
52569,39990,24.3,8.3,23.8,"47","107"
31753,46837,17.8,6.5,30.1,"47","117"
30659,38063,20,8.3,21.9,"47","131"
32478,39368,23.4,7.9,22.7,"47","143"
21949,31875,27.3,9.4,28.3,"47","151"
61434,57212,15.4,8.1,33,"47","167"
75538,47206,20,6.9,23.3,"47","001"
37751,44386,19.2,7.3,20.2,"47","045"
17940,32616,25.2,7.3,23.2,"47","049"
49222,41315,20.9,6.1,23.2,"47","053"
354589,50273,15.8,5.9,21.4,"47","065"
25784,36686,28.7,15.8,28.7,"47","069"
51024,55431,14.2,6.6,23.4,"47","105"
16722,42307,22.6,6.1,29.8,"47","139"
298456,62149,8,5.1,28.5,"47","149"
19279,44275,23.5,3.7,28.6,"47","159"
26394,37654,27,9.3,24,"47","185"
128874,66123,10.6,4.5,30,"47","189"
156519,42251,17.7,6.8,21.4,"47","163"
17830,36576,24,10.8,20.4,"47","171"
13839,47457,19.8,6.6,33.4,"47","015"
54074,46614,16.6,5.8,23.1,"47","031"
39336,57919,18.1,7.9,33.1,"47","047"
40210,36765,25.6,6.8,24.5,"47","177"
126437,44180,14.2,5.3,20.8,"47","179"
33776,36550,19.5,8.3,20,"47","183"
16154,33702,26,9.1,24.4,"47","005"
14413,40450,27.2,8.4,30.4,"47","007"
39824,35377,32,8,27.1,"47","013"
6605,29619,37,10,34.3,"47","067"
56402,38728,23.2,7.4,25.3,"47","073"
17846,32994,30.6,6,24.8,"47","091"
33543,42153,22.7,5.9,27.7,"47","103"
23239,35533,27.2,5.8,34.6,"47","111"
6302,51671,23.9,5,25.2,"47","127"
68575,57424,15,6.9,29.3,"47","147"
41397,46882,19.4,6.9,22.4,"47","051"
127135,51172,14.9,5.9,24.8,"47","009"
39713,56150,13.7,5.5,32,"47","021"
56500,34625,25.9,6.3,23.8,"47","019"
22942,40088,22.2,6.4,32.9,"47","057"
29024,43925,19.7,5.9,25.7,"47","055"
26497,35551,24.8,9.9,23.7,"47","097"
42591,41522,24.3,8.8,27.7,"47","099"
97887,44496,17.6,6.2,18.6,"47","113"
28355,45366,23.3,6,28.1,"47","115"
21995,36052,30,5.3,27.5,"47","133"
5071,39313,30.8,3.9,25.8,"47","137"
175730,61584,12,4.5,27.8,"47","165"
16713,34299,29.6,8.4,29.1,"47","181"
8773,41776,30.4,8.2,29.2,"47","169"
212161,103543,5.2,3.6,27.3,"47","187"
46854,47117,15.9,5.6,25.1,"47","003"
7684,30801,36,5.3,27.9,"47","027"
68520,38266,23.7,7.2,22.8,"47","059"
58178,40994,18.3,7.6,22.2,"47","035"
937847,48415,17.6,8.6,22.9,"47","157"
5675,43631,27.7,11.6,27.5,"47","175"
31566,35428,29.7,8.5,24.5,"47","025"
27889,42711,23.3,9.5,26.5,"47","077"
24502,39333,32.4,6.2,36.3,"47","081"
18281,40998,27.5,6.4,27.5,"47","085"
52887,45641,17.4,6.2,25.8,"47","089"
75565,37802,21.2,6.8,22.9,"47","141"
14654,51312,16.5,7.8,32.4,"47","153"
95523,44473,16.9,6.2,24.8,"47","155"
13248,44090,26,8.2,34.7,"47","161"
28137,38201,25.4,6.9,23.9,"47","017"
17097,43740,19.5,10.3,24.8,"47","023"
11681,36427,22.4,9.7,26.9,"47","039"
678322,53419,10.9,5.3,24.5,"47","037"
11573,33933,33.2,9.3,32,"47","087"
39064,60027,15.6,5.2,25.5,"48","097"
5895,38674,21.5,7.7,21.6,"48","107"
13095,43201,22,6.7,16.6,"48","115"
3875,45294,22.4,5.6,21.3,"48","151"
11434,35443,35.1,13.6,27.6,"48","131"
17596,52510,27.4,6.7,27.4,"48","051"
11089,58500,12,5.7,27.8,"48","031"
35444,41960,24.3,10.3,29.9,"48","241"
254574,46315,22.3,6.5,19.7,"48","245"
3631,34926,28.8,8.1,18.7,"48","271"
2083,62426,15,3.8,19,"48","359"
18947,51543,21,5,13.1,"48","117"
321184,65702,11.3,6.5,28,"48","167"
21704,50035,15.6,5.2,18.3,"48","233"
34667,55793,22,6.2,21.5,"48","477"
4836,63935,12.6,2.6,28.5,"48","103"
20473,54467,14.6,7.4,27.4,"48","281"
8145,42367,19.9,3.2,15.9,"48","307"
4122,40949,24.7,2.8,20.2,"48","319"
834825,43244,17.7,7,23.4,"48","141"
7418,44601,32.2,5.4,19.5,"48","283"
889,79167,8.3,2.4,22.2,"48","393"
721,26063,40.2,6.8,30,"48","443"
21456,44396,21.8,9.5,35.7,"48","457"
27015,40781,27.6,5.9,18.5,"48","463"
5599,50910,14.2,5.6,18.4,"48","483"
93635,46283,22.8,7.3,17.9,"48","037"
8793,63192,14.8,3,20.4,"48","009"
9220,38906,18.9,7.1,13.8,"48","043"
680,52250,25.5,1.6,7.7,"48","263"
839539,37097,18.7,8.1,21.9,"48","215"
222277,50742,12.7,6.5,23.8,"48","423"
41016,47013,10.9,4.3,19.9,"48","143"
345995,76426,9.1,4.9,29.8,"48","039"
8650,52346,14,2.8,28.3,"48","425"
3836,52310,21.6,2.4,22.3,"48","105"
55993,56131,14.1,4.4,28.3,"48","199"
5806,43529,29.1,9.5,16.1,"48","207"
36491,50855,17.9,6.7,18.8,"48","227"
16966,44875,18.7,7.1,28.3,"48","289"
4887,46318,19.9,2.9,16.5,"48","333"
19406,46592,17.1,6.6,24.3,"48","337"
14187,40180,24.9,11.6,37.3,"48","351"
1114,40598,16.8,8.1,16.4,"48","345"
3433,44429,26.3,4.6,23.6,"48","129"
48139,55194,16.2,6.1,30.8,"48","013"
8422,40804,21.8,5.1,24.5,"48","083"
14990,42019,14.6,7.1,15.5,"48","353"
3702,26346,34.8,5.7,29,"48","229"
48548,59305,18.4,5.3,31.5,"48","325"
11498,63333,20.4,6.1,21.7,"48","475"
79687,44888,21.8,6.2,30.6,"48","213"
66606,48644,24.9,7.2,20.9,"48","203"
23574,49704,23.9,3.8,25.9,"48","365"
14791,49390,27.2,8,16.8,"48","389"
10429,33561,18.5,7.1,22.2,"48","403"
3067,54961,14.8,1.5,20.1,"48","421"
7541,37883,20.3,5.9,19.7,"48","437"
90322,49319,15.2,6.5,30.8,"48","231"
12670,41811,23.9,6.1,26,"48","063"
5532,40678,16.5,3.8,14.8,"48","195"
150889,66187,11,4.5,26.7,"48","187"
2123,37917,30,5.1,29.3,"48","327"
49401,42198,19.3,5.6,20.3,"48","277"
2224,43088,18.9,15,19.1,"48","125"
16850,55741,16.7,4.5,25.7,"48","287"
1983675,62532,8.3,5.4,27,"48","439"
57747,42313,20.7,4.3,23.7,"48","001"
24963,56941,26,1.5,22.8,"48","149"
508313,79123,5.1,4.8,27.9,"48","491"
4432,41095,22.5,6.4,20.6,"48","267"
46974,43267,22.5,8.5,29.1,"48","373"
7293,50338,23.1,7.9,22.7,"48","391"
10369,46863,18.1,7.2,23.9,"48","077"
5821,64427,13.9,1.2,11.9,"48","205"
35098,45970,18.1,8.1,28.5,"48","217"
23480,40356,23.8,10.3,21.3,"48","293"
65411,41482,15.8,8.6,20.4,"48","347"
9871,50410,22.8,2.8,14.2,"48","369"
125963,70608,8.8,5.5,31.7,"48","367"
7191,26486,40.1,9.8,18.3,"48","377"
53607,50061,17.8,5.9,34.4,"48","467"
40544,51346,17.8,3.4,30.6,"48","055"
12972,43913,19.9,5.8,11.5,"48","487"
5547,71115,15.2,1.9,17.9,"48","317"
3735,59760,14.8,3.9,16.6,"48","383"
12353,35356,27.8,9,30.7,"48","387"
48976,44609,22.2,6.6,19,"48","465"
2257,33125,34.6,5.3,12.5,"48","109"
155744,59528,13.2,6.9,22,"48","135"
6739,53832,20.4,2,17.4,"48","169"
1420,64886,11.4,0,20.6,"48","173"
27358,49745,19.9,5.5,27.1,"48","185"
1176584,68350,6.9,4.5,25.3,"48","453"
914075,90124,3.4,4.3,28.7,"48","085"
87700,46472,13.6,7.6,18.7,"48","005"
10266,41226,23.6,3.2,21.9,"48","399"
27436,43421,17.2,6.5,41.3,"48","407"
3894,60996,24.9,5.9,19.7,"48","435"
116906,49662,16,3.8,17.8,"48","451"
40506,48796,17.9,8.3,27.8,"48","459"
8481,62500,17,7.5,16.2,"48","501"
34527,46012,18.5,6.4,17.7,"48","189"
25689,38121,26.5,7.4,26.3,"48","419"
91518,55740,16.2,5.1,20,"48","469"
48443,53506,16.2,7.8,30,"48","473"
41430,50145,22,5.3,23,"48","481"
131778,45776,14.9,4.8,15.4,"48","485"
3026,46348,18.9,7.1,15.4,"48","087"
1498,33534,28.9,10.7,15.2,"48","101"
194843,62815,7.2,5.3,30.1,"48","209"
13368,43712,20.7,3.6,17.2,"48","279"
3495,59583,13.6,5.2,20.2,"48","295"
74,80938,6.5,0,22.4,"48","301"
36744,44896,23.2,6.4,21.7,"48","321"
15804,50543,26.2,3.7,19.2,"48","371"
16727,52189,18.3,7.7,24.4,"48","395"
90414,93269,4.8,4.9,33.4,"48","397"
53026,49270,21.3,5.7,24.3,"48","401"
47205,71942,13,6,34.5,"48","493"
602,77708,9.7,1.5,28.1,"48","033"
23273,49184,18.5,7.4,19.6,"48","219"
10140,36938,29.2,10.7,31.4,"48","315"
57471,37734,27.9,12.9,22,"48","323"
159883,75815,9.5,3.5,19.5,"48","329"
126146,52683,14.8,6.5,24.9,"48","181"
12043,51480,27.1,3.8,33.5,"48","297"
20195,50524,15.5,8.3,24.4,"48","299"
28109,45067,18.6,7.9,23.5,"48","363"
33787,47875,15.9,5.2,29.7,"48","147"
135371,49161,12.8,4.4,16.9,"48","441"
1541,37279,24.3,5.2,22.2,"48","447"
14481,37398,23,10.2,33.2,"48","455"
70818,41456,11.1,3.4,25.8,"48","471"
43315,48038,16.6,7.8,30.2,"48","499"
21316,56413,15.1,5.7,37,"48","019"
24832,44601,12.8,6.7,20.8,"48","007"
7064,40432,22.7,5.2,15.7,"48","075"
2932,37500,28.3,8,23.4,"48","079"
15051,53051,32.5,4.1,21.7,"48","255"
20474,50960,29,6.5,23.8,"48","123"
214231,43907,8.3,4.7,17,"48","041"
13660,40945,29.7,3.5,22.9,"48","059"
30118,41432,29.9,7.3,24,"48","067"
19889,58167,15.5,4.5,19,"48","165"
123402,47970,14.6,4.8,20.4,"48","183"
3238,42500,15.8,4.3,23,"48","081"
129100,73655,8.9,3.8,30.6,"48","091"
75818,50865,10.2,9.9,22,"48","099"
4152,68679,10,6.9,16,"48","211"
22849,33552,26,4.5,26.4,"48","225"
22016,52469,16,4.1,16.9,"48","341"
48239,45103,17.3,9.4,25.3,"48","349"
121230,41852,18.1,4.2,17.8,"48","375"
8403,32394,33.4,13.4,26.7,"48","405"
17346,54565,12.7,4.6,16.6,"48","415"
22962,48314,18.2,4.9,19,"48","179"
13979,44004,21.1,3.1,23.4,"48","313"
298042,49078,11.2,4.8,17.3,"48","303"
8839,52829,16.9,3.6,26.5,"48","237"
114852,63926,12.5,6.5,34.7,"48","257"
40306,81023,6.7,4.4,31.2,"48","259"
17955,48677,16.7,5.2,29.6,"48","035"
5953,48767,19.7,6.4,14.9,"48","153"
1892004,53999,12.7,6.1,25,"48","029"
3348,46685,25.2,7,20.7,"48","417"
63420,27133,25.6,15,23.1,"48","427"
1084,46786,26.2,2.4,17.7,"48","433"
3575,52750,19.1,1.1,20.9,"48","461"
80306,59185,12.9,7.7,34.4,"48","021"
37787,43062,21.2,4.3,17.3,"48","049"
3102,31324,25,13,15,"48","191"
32729,45415,17,6.3,21.9,"48","025"
10639,43967,17.4,7.6,23.9,"48","159"
19110,37382,31.4,7.3,15.8,"48","163"
7098,43523,17.4,2.2,16.5,"48","017"
39283,74368,13.7,6.5,27.8,"48","071"
3602,36157,17.1,2.3,10.6,"48","023"
336506,52583,10,8.3,20.6,"48","027"
420201,36095,26.4,8,20.2,"48","061"
781321,80290,4.2,4.5,28.9,"48","121"
2552213,53626,12.8,5.9,27.2,"48","113"
20558,47516,23.4,5.1,22.3,"48","177"
50761,48698,16.4,6,20,"48","265"
5785,44922,19.6,8.1,19.1,"48","305"
600,71389,33.5,26.3,21.6,"48","311"
18166,46351,16.6,4.5,15.3,"48","503"
14415,34550,18.8,12.4,18.2,"48","505"
160173,60458,10,4.9,30.3,"48","251"
55418,60275,10.3,3,32.5,"48","221"
35929,47832,15.9,5.9,23.3,"48","223"
10484,50120,12.1,7.6,18.5,"48","357"
289,56964,7.9,6,12.4,"48","269"
20913,50241,21.9,2.9,20.5,"48","089"
66867,53332,14,4.9,23.6,"48","409"
11246,48308,18.9,5.7,34.9,"48","379"
130552,65564,8.1,3.7,19.1,"48","381"
3358,36493,19.9,6.1,16.3,"48","385"
5851,40301,26.2,3.2,25.8,"48","411"
3122,63432,19.1,6.3,29,"48","413"
1139,50000,14.9,2.6,21,"48","431"
12152,25988,35.1,10.1,13.7,"48","507"
21821,58788,12.2,6.3,20.9,"48","057"
6033,67010,13.5,1.9,19.7,"48","065"
3753,46319,20.9,5.1,17.5,"48","275"
245720,46262,15.2,5.1,19.4,"48","309"
51594,44294,19.7,6.1,24.4,"48","073"
3858,46696,24.4,0.4,22.5,"48","095"
5172,42642,19.3,6.4,31.5,"48","119"
2111,48462,42.6,5.1,16.3,"48","137"
18278,32135,31.2,5.7,18.6,"48","133"
19969,48601,17.6,4.2,20.2,"48","253"
1414,50000,17.6,11.3,20.8,"48","155"
19646,45890,20,4.2,25.7,"48","161"
7510,56737,23.4,6.4,29.9,"48","175"
8220,46611,22.6,3.1,19.1,"48","193"
8774,52194,19,6.4,20.2,"48","335"
32664,46980,22.1,6.1,18.8,"48","449"
1591,42500,24.4,6.2,20.9,"48","045"
19859,51708,23.3,2.9,28,"48","285"
79884,48344,18.2,7.8,36.9,"48","291"
2236,46534,11.3,5.1,18.5,"48","243"
5262,31403,36.2,17,33,"48","247"
41318,41103,35.9,5.3,28.6,"48","249"
535187,74323,7.4,4.9,32.7,"48","339"
7207,45580,16.7,3.7,13.5,"48","111"
10822,31384,32.6,15,15.6,"48","127"
269624,40442,27.4,5.7,21.7,"48","479"
711421,93645,4.4,5.3,33,"48","157"
1929,68750,12,1.8,27.4,"48","011"
7891,44643,20.3,4.2,16.1,"48","069"
12755,42441,20.1,9.4,20.1,"48","445"
24479,41768,23.2,5.5,27.2,"48","331"
13492,42419,23,3.6,25.2,"48","093"
17289,38834,29.3,6.1,26.7,"48","145"
7251,24794,32.7,13.8,21.6,"48","047"
29292,62614,16.3,5.4,31.1,"48","015"
564,24800,56.6,0,16.3,"48","261"
358484,53317,14.3,5.9,19.6,"48","355"
3990,37995,20,6.7,15.9,"48","197"
63247,59081,11.4,6,32.1,"48","497"
1592,63021,11.9,6.9,22.3,"48","235"
31540,41700,13.2,9.7,17.6,"48","273"
21839,29104,32,14.5,22.7,"48","489"
164092,67371,9,4.6,29.3,"48","139"
14756,58504,19,4.7,25.7,"48","239"
12530,40227,21.5,9.9,23.8,"48","343"
83909,53667,15.4,6,23.9,"48","361"
9365,45862,23.1,4.7,19.5,"48","429"
7777,55000,19.1,4.1,19.2,"48","495"
4525519,57791,11.7,6.4,28.9,"48","201"
17577,70753,11.9,4.5,19.8,"48","003"
45017,57173,12.6,4.3,26.2,"48","053"
25939,56267,15.3,5,20.7,"48","171"
12651,59312,9.8,2.9,17.5,"49","027"
7246,50266,11.2,4,12.5,"49","025"
39731,94952,4.4,2.3,25,"49","043"
9544,46658,8.1,6.4,15.6,"49","019"
1860,41750,16.5,1.9,24.5,"49","031"
2307,52917,7,1.8,21.6,"49","033"
29306,74552,5,2.4,23.3,"49","051"
6414,47878,14.3,4.7,16,"49","001"
52182,58835,10.9,5.5,23.5,"49","003"
48504,45422,7.6,6.2,17.4,"49","021"
28892,50928,11.1,6.8,21,"49","039"
20961,50850,11,4.8,16.6,"49","041"
576496,67042,3.6,4.3,21.4,"49","049"
244101,62036,8.2,4.8,22,"49","057"
63357,66542,7.2,6.5,27.8,"49","045"
155577,55175,7.8,5.2,18.1,"49","053"
20259,63000,11.9,6.2,20.6,"49","013"
15193,42581,36.8,8.4,20.6,"49","037"
1106700,67922,6.5,4.3,22.1,"49","035"
36343,67012,12.3,6.7,19.1,"49","047"
702,85000,1.2,1,18.6,"49","009"
334977,75961,4.6,3.3,22.5,"49","011"
2700,42444,11.9,1.9,16.3,"49","055"
20512,46994,14.1,5.4,17.7,"49","007"
10410,51852,13.8,4.4,19.8,"49","015"
11014,86071,4.2,3.4,27.7,"49","029"
120288,53812,5.6,3.6,17.3,"49","005"
5020,51700,10.4,4.6,14,"49","017"
10694,57590,10.3,2.9,22.7,"49","023"
59676,52635,14.4,4.7,21.1,"50","021"
26951,45664,19.6,4.4,24.2,"50","019"
6950,66111,9.1,4.9,33.4,"50","013"
28901,56584,15.1,4.3,27,"50","017"
160985,66906,7.6,4.1,21.1,"50","007"
25191,54899,11.3,3.8,25.4,"50","015"
55485,56828,12.3,4.5,22.8,"50","027"
48816,62214,14.6,4.4,25.3,"50","011"
30576,47371,17.2,4.9,26,"50","005"
43332,50831,12.1,5.6,21.3,"50","025"
36054,52251,12.6,4.4,19.3,"50","003"
36825,61875,13.3,4.4,23.8,"50","001"
6203,38767,23.5,5.1,26,"50","009"
58691,60602,13.1,3.9,22.9,"50","023"
324073,66447,9.7,5.8,22.3,"51","087"
51956,36779,21.3,8.7,23.6,"51","089"
25564,84770,8.4,4.9,37.1,"51","099"
16329,67423,16.2,3.7,37.4,"51","101"
10848,51495,18.7,4.4,26.7,"51","103"
24428,32590,30.7,11.4,29.8,"51","105"
34813,56946,14.5,7.7,36.3,"51","109"
8830,63622,13.6,1.4,32.5,"51","115"
10710,50483,20.4,6.3,31,"51","119"
22903,44147,25.4,5.2,21.4,"51","147"
37704,68461,11.4,8.5,25.7,"51","149"
8873,47341,25.3,6.4,24.7,"51","159"
78653,57651,19.1,4.6,21.7,"51","165"
22290,38725,29.9,6.2,28.2,"51","169"
130159,81434,7.3,5.5,38.2,"51","177"
6670,54656,16.9,7.7,39.3,"51","181"
15462,54875,24.7,3.5,31.9,"51","011"
14331,72129,16,3.3,35.6,"51","043"
56277,51208,21,5.4,30.2,"51","067"
7052,51495,29.8,4.4,34.6,"51","097"
30959,41126,30.4,5,24.7,"51","117"
97692,53424,9.5,4.3,18.7,"51","121"
20523,78429,8.7,5.1,33.4,"51","127"
74390,59544,18.8,4.1,23.7,"51","015"
9797,43020,21.9,7,40.7,"51","049"
15181,29916,28.7,5.6,29.6,"51","051"
22148,86652,11,3.4,31.1,"51","075"
35030,39233,33.4,4.9,25.3,"51","083"
374558,129588,3.4,3.8,33.7,"51","107"
13108,52287,16.4,5.6,30.5,"51","113"
450763,101059,4,5,39.1,"51","153"
93419,62134,11.8,4.8,22.4,"51","161"
18089,53681,19.1,4.3,31,"51","175"
2213,45094,25.3,0.5,22.5,"51","091"
16435,40871,26.6,7.8,29.2,"51","025"
29889,60925,17.7,6.3,35.6,"51","033"
37035,63881,12.5,3.3,32.9,"51","073"
11998,41468,24.6,4.4,20.3,"51","131"
17958,37757,27.6,6.6,28,"51","141"
28364,80441,7.5,4,31.8,"51","145"
22440,53918,25,5,23.5,"51","163"
42854,53934,18.6,5.2,31,"51","171"
68406,94775,9.4,4,39.8,"51","061"
7022,55069,27.6,6.2,32.7,"51","036"
49795,69693,13.9,5.9,39.7,"51","047"
28033,54640,17.6,8.3,29.2,"51","053"
19213,62952,11.6,6.3,31.2,"51","079"
103218,84955,9.1,3.4,26.1,"51","085"
12369,39537,33,4.5,29.1,"51","111"
35265,67196,12.3,6.5,39.3,"51","137"
5495,27426,27.8,20.4,17.9,"51","595"
29048,46119,24.3,6.2,23.4,"51","197"
235410,72214,8,5.8,25.9,"51","550"
17582,50952,18.2,10.2,21.7,"51","570"
53064,43009,12,5.3,15.7,"51","660"
105105,72265,8.7,3.2,21.9,"51","003"
6524,46927,18.7,6.7,32.8,"51","021"
77319,59405,17.2,4.4,26.9,"51","019"
33149,64733,14,3.8,28.3,"51","023"
17048,46610,22.2,8.4,35.5,"51","029"
79237,41971,17,7.4,17.4,"51","680"
67196,86781,5.8,6.4,21.9,"51","199"
220892,42356,15.8,8.8,21.9,"51","760"
13256,33545,23.1,8.3,19.9,"51","690"
14863,53834,18.3,3.7,31.2,"51","125"
11083,50629,26.3,5.6,35,"51","057"
61970,44356,23.9,6.7,25.1,"51","143"
4043,26971,18.4,13.5,14.3,"51","720"
24273,46435,16.7,3.9,20,"51","790"
26109,67964,9.6,4.8,33.4,"51","065"
12802,58535,16.5,3.3,38,"51","007"
17380,36082,15.4,7.5,19.1,"51","750"
27516,49330,19,4.3,24.8,"51","840"
32840,42260,22.3,5.4,22,"51","001"
5131,53526,26.6,4.1,37.6,"51","045"
15594,48396,24.6,5.5,31.6,"51","063"
16867,49734,23,4.8,24.9,"51","071"
15708,32048,28.3,7.4,27.8,"51","077"
15537,38410,30.2,5.8,25.4,"51","135"
7359,62541,15.4,2.9,37.9,"51","157"
39539,38255,20.7,9.6,22.4,"51","195"
17077,37844,20.5,7.7,21.1,"51","520"
5675,35546,28.5,5.6,17.8,"51","580"
95536,48727,15.5,9.7,24.1,"51","740"
14817,54606,9.2,7.3,19.6,"51","830"
450057,70500,6.4,5.3,23.7,"51","810"
15489,46020,23,4.4,24.6,"51","005"
29767,41145,26.9,3.8,25.8,"51","035"
6788,31311,27.2,5.5,18.6,"51","640"
54457,44844,20,6.4,24,"51","191"
17596,55688,19,7.3,41.5,"51","193"
12254,56677,18,7.8,27.5,"51","133"
23694,46140,26.7,7.8,33.8,"51","139"
34330,49691,21.2,6.9,22.8,"51","155"
38991,65353,11.8,6,40.7,"51","187"
154710,93370,5.4,3.9,31.8,"51","510"
41911,34951,24.8,10.1,20.1,"51","590"
28135,57258,9.4,5.6,27.7,"51","630"
136255,52021,10.7,7.8,22.4,"51","650"
31819,49677,24.8,5.6,24.1,"51","009"
229534,112138,5.1,3.2,28.6,"51","013"
4458,44483,22,9.1,24.5,"51","017"
22353,40712,26.8,10,24,"51","670"
22611,30828,31.8,8.6,27.7,"51","027"
180775,51082,11.1,7.5,23,"51","700"
83784,71037,12,4.1,31.1,"51","069"
141159,103005,4.5,4.3,40.9,"51","179"
42689,40309,24.6,7.8,23.9,"51","185"
6495,33672,30.2,4.7,18.3,"51","530"
13843,114795,3.2,4.2,28.9,"51","610"
16117,79131,4.5,6,37.3,"51","685"
32037,33939,23,12.2,22.5,"51","730"
12022,88328,9.2,4.7,24.6,"51","735"
11595,44608,26.1,5.5,33.7,"51","183"
23580,106870,3.4,4.1,31.2,"51","600"
21620,42112,18.6,4.4,21.5,"51","820"
41379,77551,7.1,7.4,34.1,"51","683"
99572,41483,17.4,6.6,20.8,"51","770"
25521,53990,12.9,4.7,19.6,"51","775"
88057,68089,11.2,6.7,28.4,"51","800"
245752,47137,11.8,8.5,21.2,"51","710"
12176,38350,35.5,6.8,31.4,"51","037"
335594,76969,7.4,5.6,26.4,"51","041"
1142004,117515,3.8,4.5,32.1,"51","059"
11606,42121,22.3,5.7,22.9,"51","081"
36090,67767,14.4,7,29.2,"51","093"
73028,80772,8.4,4.9,25,"51","095"
27725,40083,30.8,6.8,28.1,"51","167"
8334,38760,19.1,14.8,26.2,"51","620"
31298,40544,24.4,6.3,22,"51","173"
46487,54739,10.1,3.6,17.8,"51","540"
7113,37309,22.9,4.1,16.7,"51","678"
55158,48823,19.6,3.4,25.3,"51","031"
68438,48315,19.6,6.5,22.3,"54","033"
42906,45777,20,5.1,19.7,"54","069"
10005,41497,26.3,8.5,25.6,"54","085"
7450,36279,25.6,14.5,33.1,"54","013"
17510,46346,17.2,11.1,33,"54","065"
21241,37075,24.8,7.3,35.4,"54","043"
77097,42386,20.5,7.6,24.2,"54","081"
